api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,adapt_route,estimated_hours,adapter_project,status,notes
P4-1339,M99,android.telecom,Call,getRttCall,method,P4,,获取RttCall,待分析,3,adapter,,TBD,auto-filled,
P4-1340,M99,android.telecom,Call,getState,method,P4,,获取State,待分析,3,adapter,,TBD,auto-filled,
P4-1341,M99,android.telecom,Call,getVideoCall,method,P4,,获取VideoCall,待分析,3,adapter,,TBD,auto-filled,
P4-1342,M99,android.telecom,Call,handoverTo,method,P4,,Call.handoverTo(),待分析,3,adapter,,TBD,auto-filled,
P4-1343,M99,android.telecom,Call,hold,method,P4,,Call.hold(),待分析,3,adapter,,TBD,auto-filled,
P4-1344,M99,android.telecom,Call,isRttActive,method,P4,,判断是否RttActive,待分析,3,adapter,,TBD,auto-filled,
P4-1345,M99,android.telecom,Call,mergeConference,method,P4,,Call.mergeConference(),待分析,3,adapter,,TBD,auto-filled,
P4-1346,M99,android.telecom,Call,phoneAccountSelected,method,P4,,Call.phoneAccountSelected(),待分析,3,adapter,,TBD,auto-filled,
P4-1347,M99,android.telecom,Call,playDtmfTone,method,P4,,Call.playDtmfTone(),待分析,3,adapter,,TBD,auto-filled,
P4-1348,M99,android.telecom,Call,postDialContinue,method,P4,,Call.postDialContinue(),待分析,3,adapter,,TBD,auto-filled,
P4-1349,M99,android.telecom,Call,pullExternalCall,method,P4,,Call.pullExternalCall(),待分析,3,adapter,,TBD,auto-filled,
P4-1350,M99,android.telecom,Call,putExtras,method,P4,,Call.putExtras(),待分析,3,adapter,,TBD,auto-filled,
P4-1351,M99,android.telecom,Call,registerCallback,method,P4,,Call.registerCallback(),待分析,3,adapter,,TBD,auto-filled,
P4-1352,M99,android.telecom,Call,registerCallback,method,P4,,Call.registerCallback(),待分析,3,adapter,,TBD,auto-filled,
P4-1353,M99,android.telecom,Call,reject,method,P4,,Call.reject(),待分析,3,adapter,,TBD,auto-filled,
P4-1354,M99,android.telecom,Call,reject,method,P4,,Call.reject(),待分析,3,adapter,,TBD,auto-filled,
P4-1355,M99,android.telecom,Call,removeExtras,method,P4,,移除Extras,待分析,3,adapter,,TBD,auto-filled,
P4-1356,M99,android.telecom,Call,removeExtras,method,P4,,移除Extras,待分析,3,adapter,,TBD,auto-filled,
P4-1357,M99,android.telecom,Call,respondToRttRequest,method,P4,,Call.respondToRttRequest(),待分析,3,adapter,,TBD,auto-filled,
P4-1358,M99,android.telecom,Call,sendCallEvent,method,P4,,Call.sendCallEvent(),待分析,3,adapter,,TBD,auto-filled,
P4-1359,M99,android.telecom,Call,sendRttRequest,method,P4,,Call.sendRttRequest(),待分析,3,adapter,,TBD,auto-filled,
P4-1360,M99,android.telecom,Call,splitFromConference,method,P4,,Call.splitFromConference(),待分析,3,adapter,,TBD,auto-filled,
P4-1361,M99,android.telecom,Call,stopDtmfTone,method,P4,,Call.stopDtmfTone(),待分析,3,adapter,,TBD,auto-filled,
P4-1362,M99,android.telecom,Call,stopRtt,method,P4,,Call.stopRtt(),待分析,3,adapter,,TBD,auto-filled,
P4-1363,M99,android.telecom,Call,swapConference,method,P4,,Call.swapConference(),待分析,3,adapter,,TBD,auto-filled,
P4-1364,M99,android.telecom,Call,unhold,method,P4,,Call.unhold(),待分析,3,adapter,,TBD,auto-filled,
P4-1365,M99,android.telecom,Call,unregisterCallback,method,P4,,Call.unregisterCallback(),待分析,3,adapter,,TBD,auto-filled,
P4-1366,M99,android.telecom,ConnectionService,onCreateUnknownConnection,method,P4,,CreateUnknownConnection回调,待分析,3,adapter,,TBD,auto-filled,
P4-1367,M99,android.text.format,DateFormat,<init>,ctor,P4,,DateFormat 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1368,M99,android.text.format,DateFormat,format,method,P4,,格式化,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1369,M99,android.text.format,DateFormat,format,method,P4,,格式化,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1370,M99,android.text.format,DateFormat,format,method,P4,,格式化,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1371,M99,android.text.format,DateFormat,getBestDateTimePattern,method,P4,,获取BestDateTimePattern,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1372,M99,android.text.format,DateFormat,getDateFormat,method,P4,,获取DateFormat,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1373,M99,android.text.format,DateFormat,getDateFormatOrder,method,P4,,获取DateFormatOrder,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1374,M99,android.text.format,DateFormat,getLongDateFormat,method,P4,,获取LongDateFormat,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1375,M99,android.text.format,DateFormat,getMediumDateFormat,method,P4,,获取MediumDateFormat,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1376,M99,android.text.format,DateFormat,getTimeFormat,method,P4,,获取TimeFormat,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1377,M99,android.text.format,DateFormat,is24HourFormat,method,P4,,判断是否24HourFormat,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1378,M99,android.text.format,DateUtils,<init>,ctor,P4,,DateUtils 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1379,M99,android.text.format,DateUtils,ABBREV_MONTH_FORMAT,field,P4,,DateUtils.ABBREV_MONTH_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1380,M99,android.text.format,DateUtils,ABBREV_WEEKDAY_FORMAT,field,P4,,DateUtils.ABBREV_WEEKDAY_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1381,M99,android.text.format,DateUtils,DAY_IN_MILLIS,field,P4,,DateUtils.DAY_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1382,M99,android.text.format,DateUtils,FORMAT_12HOUR,field,P4,,DateUtils.FORMAT_12HOUR 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1383,M99,android.text.format,DateUtils,FORMAT_24HOUR,field,P4,,DateUtils.FORMAT_24HOUR 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1384,M99,android.text.format,DateUtils,FORMAT_ABBREV_ALL,field,P4,,DateUtils.FORMAT_ABBREV_ALL 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1385,M99,android.text.format,DateUtils,FORMAT_ABBREV_MONTH,field,P4,,DateUtils.FORMAT_ABBREV_MONTH 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1386,M99,android.text.format,DateUtils,FORMAT_ABBREV_RELATIVE,field,P4,,DateUtils.FORMAT_ABBREV_RELATIVE 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1387,M99,android.text.format,DateUtils,FORMAT_ABBREV_TIME,field,P4,,DateUtils.FORMAT_ABBREV_TIME 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1388,M99,android.text.format,DateUtils,FORMAT_ABBREV_WEEKDAY,field,P4,,DateUtils.FORMAT_ABBREV_WEEKDAY 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1389,M99,android.text.format,DateUtils,FORMAT_CAP_AMPM,field,P4,,DateUtils.FORMAT_CAP_AMPM 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1390,M99,android.text.format,DateUtils,FORMAT_CAP_MIDNIGHT,field,P4,,DateUtils.FORMAT_CAP_MIDNIGHT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1391,M99,android.text.format,DateUtils,FORMAT_CAP_NOON,field,P4,,DateUtils.FORMAT_CAP_NOON 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1392,M99,android.text.format,DateUtils,FORMAT_CAP_NOON_MIDNIGHT,field,P4,,DateUtils.FORMAT_CAP_NOON_MIDNIGHT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1393,M99,android.text.format,DateUtils,FORMAT_NO_MIDNIGHT,field,P4,,DateUtils.FORMAT_NO_MIDNIGHT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1394,M99,android.text.format,DateUtils,FORMAT_NO_MONTH_DAY,field,P4,,DateUtils.FORMAT_NO_MONTH_DAY 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1395,M99,android.text.format,DateUtils,FORMAT_NO_NOON,field,P4,,DateUtils.FORMAT_NO_NOON 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1396,M99,android.text.format,DateUtils,FORMAT_NO_NOON_MIDNIGHT,field,P4,,DateUtils.FORMAT_NO_NOON_MIDNIGHT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1397,M99,android.text.format,DateUtils,FORMAT_NO_YEAR,field,P4,,DateUtils.FORMAT_NO_YEAR 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1398,M99,android.text.format,DateUtils,FORMAT_NUMERIC_DATE,field,P4,,DateUtils.FORMAT_NUMERIC_DATE 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1399,M99,android.text.format,DateUtils,FORMAT_SHOW_DATE,field,P4,,DateUtils.FORMAT_SHOW_DATE 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1400,M99,android.text.format,DateUtils,FORMAT_SHOW_TIME,field,P4,,DateUtils.FORMAT_SHOW_TIME 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1401,M99,android.text.format,DateUtils,FORMAT_SHOW_WEEKDAY,field,P4,,DateUtils.FORMAT_SHOW_WEEKDAY 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1402,M99,android.text.format,DateUtils,FORMAT_SHOW_YEAR,field,P4,,DateUtils.FORMAT_SHOW_YEAR 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1403,M99,android.text.format,DateUtils,FORMAT_UTC,field,P4,,DateUtils.FORMAT_UTC 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1404,M99,android.text.format,DateUtils,HOUR_IN_MILLIS,field,P4,,DateUtils.HOUR_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1405,M99,android.text.format,DateUtils,HOUR_MINUTE_24,field,P4,,DateUtils.HOUR_MINUTE_24 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1406,M99,android.text.format,DateUtils,LENGTH_LONG,field,P4,,DateUtils.LENGTH_LONG 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1407,M99,android.text.format,DateUtils,LENGTH_MEDIUM,field,P4,,DateUtils.LENGTH_MEDIUM 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1408,M99,android.text.format,DateUtils,LENGTH_SHORT,field,P4,,DateUtils.LENGTH_SHORT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1409,M99,android.text.format,DateUtils,LENGTH_SHORTER,field,P4,,DateUtils.LENGTH_SHORTER 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1410,M99,android.text.format,DateUtils,LENGTH_SHORTEST,field,P4,,DateUtils.LENGTH_SHORTEST 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1411,M99,android.text.format,DateUtils,MINUTE_IN_MILLIS,field,P4,,DateUtils.MINUTE_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1412,M99,android.text.format,DateUtils,MONTH_DAY_FORMAT,field,P4,,DateUtils.MONTH_DAY_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1413,M99,android.text.format,DateUtils,MONTH_FORMAT,field,P4,,DateUtils.MONTH_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1414,M99,android.text.format,DateUtils,NUMERIC_MONTH_FORMAT,field,P4,,DateUtils.NUMERIC_MONTH_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1415,M99,android.text.format,DateUtils,SECOND_IN_MILLIS,field,P4,,DateUtils.SECOND_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1416,M99,android.text.format,DateUtils,WEEKDAY_FORMAT,field,P4,,DateUtils.WEEKDAY_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1417,M99,android.text.format,DateUtils,WEEK_IN_MILLIS,field,P4,,DateUtils.WEEK_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1418,M99,android.text.format,DateUtils,YEAR_FORMAT,field,P4,,DateUtils.YEAR_FORMAT 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1419,M99,android.text.format,DateUtils,YEAR_FORMAT_TWO_DIGITS,field,P4,,DateUtils.YEAR_FORMAT_TWO_DIGITS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1420,M99,android.text.format,DateUtils,YEAR_IN_MILLIS,field,P4,,DateUtils.YEAR_IN_MILLIS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1421,M99,android.text.format,DateUtils,formatDateRange,method,P4,,DateUtils.formatDateRange(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1422,M99,android.text.format,DateUtils,formatDateRange,method,P4,,DateUtils.formatDateRange(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1423,M99,android.text.format,DateUtils,formatDateRange,method,P4,,DateUtils.formatDateRange(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1424,M99,android.text.format,DateUtils,formatDateTime,method,P4,,DateUtils.formatDateTime(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1425,M99,android.text.format,DateUtils,formatElapsedTime,method,P4,,DateUtils.formatElapsedTime(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1426,M99,android.text.format,DateUtils,formatElapsedTime,method,P4,,DateUtils.formatElapsedTime(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1427,M99,android.text.format,DateUtils,formatSameDayTime,method,P4,,DateUtils.formatSameDayTime(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1428,M99,android.text.format,DateUtils,getAMPMString,method,P4,,获取AMPMString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1429,M99,android.text.format,DateUtils,getDayOfWeekString,method,P4,,获取DayOfWeekString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1430,M99,android.text.format,DateUtils,getMonthString,method,P4,,获取MonthString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1431,M99,android.text.format,DateUtils,getRelativeDateTimeString,method,P4,,获取RelativeDateTimeString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1432,M99,android.text.format,DateUtils,getRelativeTimeSpanString,method,P4,,获取RelativeTimeSpanString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1433,M99,android.text.format,DateUtils,getRelativeTimeSpanString,method,P4,,获取RelativeTimeSpanString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1434,M99,android.text.format,DateUtils,getRelativeTimeSpanString,method,P4,,获取RelativeTimeSpanString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1435,M99,android.text.format,DateUtils,getRelativeTimeSpanString,method,P4,,获取RelativeTimeSpanString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1436,M99,android.text.format,DateUtils,getRelativeTimeSpanString,method,P4,,获取RelativeTimeSpanString,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1437,M99,android.text.format,DateUtils,isToday,method,P4,,判断是否Today,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1438,M99,android.text.format,DateUtils,sameMonthTable,field,P4,,DateUtils.sameMonthTable 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1439,M99,android.text.format,DateUtils,sameYearTable,field,P4,,DateUtils.sameYearTable 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1440,M99,android.text.format,Formatter,<init>,ctor,P4,,Formatter 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1441,M99,android.text.format,Formatter,formatFileSize,method,P4,,Formatter.formatFileSize(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1442,M99,android.text.format,Formatter,formatIpAddress,method,P4,,Formatter.formatIpAddress(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1443,M99,android.text.format,Formatter,formatShortFileSize,method,P4,,Formatter.formatShortFileSize(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1444,M99,android.text.method,ArrowKeyMovementMethod,<init>,ctor,P4,,ArrowKeyMovementMethod 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1445,M99,android.text.method,ArrowKeyMovementMethod,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1446,M99,android.text.method,BaseKeyListener,<init>,ctor,P4,,BaseKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1447,M99,android.text.method,BaseKeyListener,backspace,method,P4,,BaseKeyListener.backspace(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1448,M99,android.text.method,BaseKeyListener,forwardDelete,method,P4,,BaseKeyListener.forwardDelete(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1449,M99,android.text.method,BaseKeyListener,onKeyOther,method,P4,,KeyOther回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1450,M99,android.text.method,BaseMovementMethod,<init>,ctor,P4,,BaseMovementMethod 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1451,M99,android.text.method,BaseMovementMethod,bottom,method,P4,,BaseMovementMethod.bottom(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1452,M99,android.text.method,BaseMovementMethod,canSelectArbitrarily,method,P4,,BaseMovementMethod.canSelectArbitrarily(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1453,M99,android.text.method,BaseMovementMethod,down,method,P4,,BaseMovementMethod.down(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1454,M99,android.text.method,BaseMovementMethod,end,method,P4,,BaseMovementMethod.end(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1455,M99,android.text.method,BaseMovementMethod,getMovementMetaState,method,P4,,获取MovementMetaState,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1456,M99,android.text.method,BaseMovementMethod,handleMovementKey,method,P4,,BaseMovementMethod.handleMovementKey(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1457,M99,android.text.method,BaseMovementMethod,home,method,P4,,BaseMovementMethod.home(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1458,M99,android.text.method,BaseMovementMethod,initialize,method,P4,,BaseMovementMethod.initialize(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1459,M99,android.text.method,BaseMovementMethod,left,method,P4,,BaseMovementMethod.left(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1460,M99,android.text.method,BaseMovementMethod,lineEnd,method,P4,,BaseMovementMethod.lineEnd(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1461,M99,android.text.method,BaseMovementMethod,lineStart,method,P4,,BaseMovementMethod.lineStart(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1462,M99,android.text.method,BaseMovementMethod,nextParagraph,method,P4,,BaseMovementMethod.nextParagraph(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1463,M99,android.text.method,BaseMovementMethod,onGenericMotionEvent,method,P4,,GenericMotionEvent回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1464,M99,android.text.method,BaseMovementMethod,onKeyDown,method,P4,,KeyDown回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1465,M99,android.text.method,BaseMovementMethod,onKeyOther,method,P4,,KeyOther回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1466,M99,android.text.method,BaseMovementMethod,onKeyUp,method,P4,,KeyUp回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1467,M99,android.text.method,BaseMovementMethod,onTakeFocus,method,P4,,TakeFocus回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1468,M99,android.text.method,BaseMovementMethod,onTouchEvent,method,P4,,TouchEvent回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1469,M99,android.text.method,BaseMovementMethod,onTrackballEvent,method,P4,,TrackballEvent回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1470,M99,android.text.method,BaseMovementMethod,pageDown,method,P4,,BaseMovementMethod.pageDown(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1471,M99,android.text.method,BaseMovementMethod,pageUp,method,P4,,BaseMovementMethod.pageUp(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1472,M99,android.text.method,BaseMovementMethod,previousParagraph,method,P4,,BaseMovementMethod.previousParagraph(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1473,M99,android.text.method,BaseMovementMethod,right,method,P4,,BaseMovementMethod.right(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1474,M99,android.text.method,BaseMovementMethod,top,method,P4,,转换为p,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1475,M99,android.text.method,BaseMovementMethod,up,method,P4,,BaseMovementMethod.up(),ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1476,M99,android.text.method,CharacterPickerDialog,<init>,ctor,P4,,CharacterPickerDialog 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1477,M99,android.text.method,CharacterPickerDialog,onClick,method,P4,,点击回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1478,M99,android.text.method,CharacterPickerDialog,onItemClick,method,P4,,ItemClick回调,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1479,M99,android.text.method,DateKeyListener,<init>,ctor,P4,,DateKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1480,M99,android.text.method,DateKeyListener,<init>,ctor,P4,,DateKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1481,M99,android.text.method,DateKeyListener,CHARACTERS,field,P4,,DateKeyListener.CHARACTERS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1482,M99,android.text.method,DateKeyListener,getAcceptedChars,method,P4,,获取AcceptedChars,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1483,M99,android.text.method,DateKeyListener,getInputType,method,P4,,获取InputType,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1484,M99,android.text.method,DateKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1485,M99,android.text.method,DateKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1486,M99,android.text.method,DateTimeKeyListener,<init>,ctor,P4,,DateTimeKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1487,M99,android.text.method,DateTimeKeyListener,<init>,ctor,P4,,DateTimeKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1488,M99,android.text.method,DateTimeKeyListener,CHARACTERS,field,P4,,DateTimeKeyListener.CHARACTERS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1489,M99,android.text.method,DateTimeKeyListener,getAcceptedChars,method,P4,,获取AcceptedChars,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1490,M99,android.text.method,DateTimeKeyListener,getInputType,method,P4,,获取InputType,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1491,M99,android.text.method,DateTimeKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1492,M99,android.text.method,DateTimeKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1493,M99,android.text.method,DialerKeyListener,<init>,ctor,P4,,DialerKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1494,M99,android.text.method,DialerKeyListener,CHARACTERS,field,P4,,DialerKeyListener.CHARACTERS 常量/字段,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1495,M99,android.text.method,DialerKeyListener,getAcceptedChars,method,P4,,获取AcceptedChars,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1496,M99,android.text.method,DialerKeyListener,getInputType,method,P4,,获取InputType,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1497,M99,android.text.method,DialerKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1498,M99,android.text.method,DigitsKeyListener,<init>,ctor,P4,,DigitsKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1499,M99,android.text.method,DigitsKeyListener,<init>,ctor,P4,,DigitsKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1500,M99,android.text.method,DigitsKeyListener,<init>,ctor,P4,,DigitsKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1501,M99,android.text.method,DigitsKeyListener,<init>,ctor,P4,,DigitsKeyListener 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1502,M99,android.text.method,DigitsKeyListener,getAcceptedChars,method,P4,,获取AcceptedChars,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1503,M99,android.text.method,DigitsKeyListener,getInputType,method,P4,,获取InputType,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1504,M99,android.text.method,DigitsKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1505,M99,android.text.method,DigitsKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1506,M99,android.text.method,DigitsKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1507,M99,android.text.method,DigitsKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1508,M99,android.text.method,DigitsKeyListener,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1509,M99,android.text.method,HideReturnsTransformationMethod,<init>,ctor,P4,,HideReturnsTransformationMethod 构造函数,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1510,M99,android.text.method,HideReturnsTransformationMethod,getInstance,method,P4,,获取Instance,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1511,M99,android.text.method,HideReturnsTransformationMethod,getOriginal,method,P4,,获取Original,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
P4-1512,M99,android.text.method,HideReturnsTransformationMethod,getReplacement,method,P4,,获取Replacement,ArkUI Text 属性,2,adapter,,TBD,auto-filled,
