api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,estimated_hours,adapter_project,status,notes
P0-1277,M13,javax.microedition.khronos.opengles,GL11,glTexParameteriv,method,P0,,,,,,13X-00,scraped,
P0-1278,M13,javax.microedition.khronos.opengles,GL11,glTexParameteriv,method,P0,,,,,,13X-00,scraped,
P0-1279,M13,javax.microedition.khronos.opengles,GL11,glTexParameterxv,method,P0,,,,,,13X-00,scraped,
P0-1280,M13,javax.microedition.khronos.opengles,GL11,glTexParameterxv,method,P0,,,,,,13X-00,scraped,
P0-1281,M13,javax.microedition.khronos.opengles,GL11,glVertexPointer,method,P0,,,,,,13X-00,scraped,
P0-1282,M13,javax.microedition.khronos.opengles,GL11,GL_ACTIVE_TEXTURE,field,P0,,,,,,13X-00,scraped,
P0-1283,M13,javax.microedition.khronos.opengles,GL11,GL_ADD_SIGNED,field,P0,,,,,,13X-00,scraped,
P0-1284,M13,javax.microedition.khronos.opengles,GL11,GL_ALPHA_SCALE,field,P0,,,,,,13X-00,scraped,
P0-1285,M13,javax.microedition.khronos.opengles,GL11,GL_ALPHA_TEST_FUNC,field,P0,,,,,,13X-00,scraped,
P0-1286,M13,javax.microedition.khronos.opengles,GL11,GL_ALPHA_TEST_REF,field,P0,,,,,,13X-00,scraped,
P0-1287,M13,javax.microedition.khronos.opengles,GL11,GL_ARRAY_BUFFER,field,P0,,,,,,13X-00,scraped,
P0-1288,M13,javax.microedition.khronos.opengles,GL11,GL_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1289,M13,javax.microedition.khronos.opengles,GL11,GL_BLEND_DST,field,P0,,,,,,13X-00,scraped,
P0-1290,M13,javax.microedition.khronos.opengles,GL11,GL_BLEND_SRC,field,P0,,,,,,13X-00,scraped,
P0-1291,M13,javax.microedition.khronos.opengles,GL11,GL_BUFFER_ACCESS,field,P0,,,,,,13X-00,scraped,
P0-1292,M13,javax.microedition.khronos.opengles,GL11,GL_BUFFER_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1293,M13,javax.microedition.khronos.opengles,GL11,GL_BUFFER_USAGE,field,P0,,,,,,13X-00,scraped,
P0-1294,M13,javax.microedition.khronos.opengles,GL11,GL_CLIENT_ACTIVE_TEXTURE,field,P0,,,,,,13X-00,scraped,
P0-1295,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE0,field,P0,,,,,,13X-00,scraped,
P0-1296,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE1,field,P0,,,,,,13X-00,scraped,
P0-1297,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE2,field,P0,,,,,,13X-00,scraped,
P0-1298,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE3,field,P0,,,,,,13X-00,scraped,
P0-1299,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE4,field,P0,,,,,,13X-00,scraped,
P0-1300,M13,javax.microedition.khronos.opengles,GL11,GL_CLIP_PLANE5,field,P0,,,,,,13X-00,scraped,
P0-1301,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1302,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_ARRAY_POINTER,field,P0,,,,,,13X-00,scraped,
P0-1303,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_ARRAY_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1304,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_ARRAY_STRIDE,field,P0,,,,,,13X-00,scraped,
P0-1305,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_ARRAY_TYPE,field,P0,,,,,,13X-00,scraped,
P0-1306,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_CLEAR_VALUE,field,P0,,,,,,13X-00,scraped,
P0-1307,M13,javax.microedition.khronos.opengles,GL11,GL_COLOR_WRITEMASK,field,P0,,,,,,13X-00,scraped,
P0-1308,M13,javax.microedition.khronos.opengles,GL11,GL_COMBINE,field,P0,,,,,,13X-00,scraped,
P0-1309,M13,javax.microedition.khronos.opengles,GL11,GL_COMBINE_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1310,M13,javax.microedition.khronos.opengles,GL11,GL_COMBINE_RGB,field,P0,,,,,,13X-00,scraped,
P0-1311,M13,javax.microedition.khronos.opengles,GL11,GL_CONSTANT,field,P0,,,,,,13X-00,scraped,
P0-1312,M13,javax.microedition.khronos.opengles,GL11,GL_COORD_REPLACE_OES,field,P0,,,,,,13X-00,scraped,
P0-1313,M13,javax.microedition.khronos.opengles,GL11,GL_CULL_FACE_MODE,field,P0,,,,,,13X-00,scraped,
P0-1314,M13,javax.microedition.khronos.opengles,GL11,GL_CURRENT_COLOR,field,P0,,,,,,13X-00,scraped,
P0-1315,M13,javax.microedition.khronos.opengles,GL11,GL_CURRENT_NORMAL,field,P0,,,,,,13X-00,scraped,
P0-1316,M13,javax.microedition.khronos.opengles,GL11,GL_CURRENT_TEXTURE_COORDS,field,P0,,,,,,13X-00,scraped,
P0-1317,M13,javax.microedition.khronos.opengles,GL11,GL_DEPTH_CLEAR_VALUE,field,P0,,,,,,13X-00,scraped,
P0-1318,M13,javax.microedition.khronos.opengles,GL11,GL_DEPTH_FUNC,field,P0,,,,,,13X-00,scraped,
P0-1319,M13,javax.microedition.khronos.opengles,GL11,GL_DEPTH_RANGE,field,P0,,,,,,13X-00,scraped,
P0-1320,M13,javax.microedition.khronos.opengles,GL11,GL_DEPTH_WRITEMASK,field,P0,,,,,,13X-00,scraped,
P0-1321,M13,javax.microedition.khronos.opengles,GL11,GL_DOT3_RGB,field,P0,,,,,,13X-00,scraped,
P0-1322,M13,javax.microedition.khronos.opengles,GL11,GL_DOT3_RGBA,field,P0,,,,,,13X-00,scraped,
P0-1323,M13,javax.microedition.khronos.opengles,GL11,GL_DYNAMIC_DRAW,field,P0,,,,,,13X-00,scraped,
P0-1324,M13,javax.microedition.khronos.opengles,GL11,GL_ELEMENT_ARRAY_BUFFER,field,P0,,,,,,13X-00,scraped,
P0-1325,M13,javax.microedition.khronos.opengles,GL11,GL_ELEMENT_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1326,M13,javax.microedition.khronos.opengles,GL11,GL_FRONT_FACE,field,P0,,,,,,13X-00,scraped,
P0-1327,M13,javax.microedition.khronos.opengles,GL11,GL_GENERATE_MIPMAP,field,P0,,,,,,13X-00,scraped,
P0-1328,M13,javax.microedition.khronos.opengles,GL11,GL_GENERATE_MIPMAP_HINT,field,P0,,,,,,13X-00,scraped,
P0-1329,M13,javax.microedition.khronos.opengles,GL11,GL_INTERPOLATE,field,P0,,,,,,13X-00,scraped,
P0-1330,M13,javax.microedition.khronos.opengles,GL11,GL_LINE_WIDTH,field,P0,,,,,,13X-00,scraped,
P0-1331,M13,javax.microedition.khronos.opengles,GL11,GL_LOGIC_OP_MODE,field,P0,,,,,,13X-00,scraped,
P0-1332,M13,javax.microedition.khronos.opengles,GL11,GL_MATRIX_MODE,field,P0,,,,,,13X-00,scraped,
P0-1333,M13,javax.microedition.khronos.opengles,GL11,GL_MAX_CLIP_PLANES,field,P0,,,,,,13X-00,scraped,
P0-1334,M13,javax.microedition.khronos.opengles,GL11,GL_MODELVIEW_MATRIX,field,P0,,,,,,13X-00,scraped,
P0-1335,M13,javax.microedition.khronos.opengles,GL11,GL_MODELVIEW_MATRIX_FLOAT_AS_INT_BITS_OES,field,P0,,,,,,13X-00,scraped,
P0-1336,M13,javax.microedition.khronos.opengles,GL11,GL_MODELVIEW_STACK_DEPTH,field,P0,,,,,,13X-00,scraped,
P0-1337,M13,javax.microedition.khronos.opengles,GL11,GL_NORMAL_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1338,M13,javax.microedition.khronos.opengles,GL11,GL_NORMAL_ARRAY_POINTER,field,P0,,,,,,13X-00,scraped,
P0-1339,M13,javax.microedition.khronos.opengles,GL11,GL_NORMAL_ARRAY_STRIDE,field,P0,,,,,,13X-00,scraped,
P0-1340,M13,javax.microedition.khronos.opengles,GL11,GL_NORMAL_ARRAY_TYPE,field,P0,,,,,,13X-00,scraped,
P0-1341,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND0_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1342,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND0_RGB,field,P0,,,,,,13X-00,scraped,
P0-1343,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND1_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1344,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND1_RGB,field,P0,,,,,,13X-00,scraped,
P0-1345,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND2_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1346,M13,javax.microedition.khronos.opengles,GL11,GL_OPERAND2_RGB,field,P0,,,,,,13X-00,scraped,
P0-1347,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_DISTANCE_ATTENUATION,field,P0,,,,,,13X-00,scraped,
P0-1348,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_FADE_THRESHOLD_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1349,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1350,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_ARRAY_BUFFER_BINDING_OES,field,P0,,,,,,13X-00,scraped,
P0-1351,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_ARRAY_OES,field,P0,,,,,,13X-00,scraped,
P0-1352,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_ARRAY_POINTER_OES,field,P0,,,,,,13X-00,scraped,
P0-1353,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_ARRAY_STRIDE_OES,field,P0,,,,,,13X-00,scraped,
P0-1354,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_ARRAY_TYPE_OES,field,P0,,,,,,13X-00,scraped,
P0-1355,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_MAX,field,P0,,,,,,13X-00,scraped,
P0-1356,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SIZE_MIN,field,P0,,,,,,13X-00,scraped,
P0-1357,M13,javax.microedition.khronos.opengles,GL11,GL_POINT_SPRITE_OES,field,P0,,,,,,13X-00,scraped,
P0-1358,M13,javax.microedition.khronos.opengles,GL11,GL_POLYGON_OFFSET_FACTOR,field,P0,,,,,,13X-00,scraped,
P0-1359,M13,javax.microedition.khronos.opengles,GL11,GL_POLYGON_OFFSET_UNITS,field,P0,,,,,,13X-00,scraped,
P0-1360,M13,javax.microedition.khronos.opengles,GL11,GL_PREVIOUS,field,P0,,,,,,13X-00,scraped,
P0-1361,M13,javax.microedition.khronos.opengles,GL11,GL_PRIMARY_COLOR,field,P0,,,,,,13X-00,scraped,
P0-1362,M13,javax.microedition.khronos.opengles,GL11,GL_PROJECTION_MATRIX,field,P0,,,,,,13X-00,scraped,
P0-1363,M13,javax.microedition.khronos.opengles,GL11,GL_PROJECTION_MATRIX_FLOAT_AS_INT_BITS_OES,field,P0,,,,,,13X-00,scraped,
P0-1364,M13,javax.microedition.khronos.opengles,GL11,GL_PROJECTION_STACK_DEPTH,field,P0,,,,,,13X-00,scraped,
P0-1365,M13,javax.microedition.khronos.opengles,GL11,GL_RGB_SCALE,field,P0,,,,,,13X-00,scraped,
P0-1366,M13,javax.microedition.khronos.opengles,GL11,GL_SAMPLES,field,P0,,,,,,13X-00,scraped,
P0-1367,M13,javax.microedition.khronos.opengles,GL11,GL_SAMPLE_BUFFERS,field,P0,,,,,,13X-00,scraped,
P0-1368,M13,javax.microedition.khronos.opengles,GL11,GL_SAMPLE_COVERAGE_INVERT,field,P0,,,,,,13X-00,scraped,
P0-1369,M13,javax.microedition.khronos.opengles,GL11,GL_SAMPLE_COVERAGE_VALUE,field,P0,,,,,,13X-00,scraped,
P0-1370,M13,javax.microedition.khronos.opengles,GL11,GL_SCISSOR_BOX,field,P0,,,,,,13X-00,scraped,
P0-1371,M13,javax.microedition.khronos.opengles,GL11,GL_SHADE_MODEL,field,P0,,,,,,13X-00,scraped,
P0-1372,M13,javax.microedition.khronos.opengles,GL11,GL_SRC0_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1373,M13,javax.microedition.khronos.opengles,GL11,GL_SRC0_RGB,field,P0,,,,,,13X-00,scraped,
P0-1374,M13,javax.microedition.khronos.opengles,GL11,GL_SRC1_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1375,M13,javax.microedition.khronos.opengles,GL11,GL_SRC1_RGB,field,P0,,,,,,13X-00,scraped,
P0-1376,M13,javax.microedition.khronos.opengles,GL11,GL_SRC2_ALPHA,field,P0,,,,,,13X-00,scraped,
P0-1377,M13,javax.microedition.khronos.opengles,GL11,GL_SRC2_RGB,field,P0,,,,,,13X-00,scraped,
P0-1378,M13,javax.microedition.khronos.opengles,GL11,GL_STATIC_DRAW,field,P0,,,,,,13X-00,scraped,
P0-1379,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_CLEAR_VALUE,field,P0,,,,,,13X-00,scraped,
P0-1380,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_FAIL,field,P0,,,,,,13X-00,scraped,
P0-1381,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_FUNC,field,P0,,,,,,13X-00,scraped,
P0-1382,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_PASS_DEPTH_FAIL,field,P0,,,,,,13X-00,scraped,
P0-1383,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_PASS_DEPTH_PASS,field,P0,,,,,,13X-00,scraped,
P0-1384,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_REF,field,P0,,,,,,13X-00,scraped,
P0-1385,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_VALUE_MASK,field,P0,,,,,,13X-00,scraped,
P0-1386,M13,javax.microedition.khronos.opengles,GL11,GL_STENCIL_WRITEMASK,field,P0,,,,,,13X-00,scraped,
P0-1387,M13,javax.microedition.khronos.opengles,GL11,GL_SUBTRACT,field,P0,,,,,,13X-00,scraped,
P0-1388,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_BINDING_2D,field,P0,,,,,,13X-00,scraped,
P0-1389,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_COORD_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1390,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_COORD_ARRAY_POINTER,field,P0,,,,,,13X-00,scraped,
P0-1391,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_COORD_ARRAY_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1392,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_COORD_ARRAY_STRIDE,field,P0,,,,,,13X-00,scraped,
P0-1393,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_COORD_ARRAY_TYPE,field,P0,,,,,,13X-00,scraped,
P0-1394,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_MATRIX,field,P0,,,,,,13X-00,scraped,
P0-1395,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_MATRIX_FLOAT_AS_INT_BITS_OES,field,P0,,,,,,13X-00,scraped,
P0-1396,M13,javax.microedition.khronos.opengles,GL11,GL_TEXTURE_STACK_DEPTH,field,P0,,,,,,13X-00,scraped,
P0-1397,M13,javax.microedition.khronos.opengles,GL11,GL_VERTEX_ARRAY_BUFFER_BINDING,field,P0,,,,,,13X-00,scraped,
P0-1398,M13,javax.microedition.khronos.opengles,GL11,GL_VERTEX_ARRAY_POINTER,field,P0,,,,,,13X-00,scraped,
P0-1399,M13,javax.microedition.khronos.opengles,GL11,GL_VERTEX_ARRAY_SIZE,field,P0,,,,,,13X-00,scraped,
P0-1400,M13,javax.microedition.khronos.opengles,GL11,GL_VERTEX_ARRAY_STRIDE,field,P0,,,,,,13X-00,scraped,
P0-1401,M13,javax.microedition.khronos.opengles,GL11,GL_VERTEX_ARRAY_TYPE,field,P0,,,,,,13X-00,scraped,
P0-1402,M13,javax.microedition.khronos.opengles,GL11,GL_VIEWPORT,field,P0,,,,,,13X-00,scraped,
P0-1403,M13,javax.microedition.khronos.opengles,GL11,GL_WRITE_ONLY,field,P0,,,,,,13X-00,scraped,
P0-1404,M13,javax.microedition.khronos.opengles,GL11Ext,glCurrentPaletteMatrixOES,method,P0,,,,,,13X-00,scraped,
P0-1405,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexfOES,method,P0,,,,,,13X-00,scraped,
P0-1406,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexfvOES,method,P0,,,,,,13X-00,scraped,
P0-1407,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexfvOES,method,P0,,,,,,13X-00,scraped,
P0-1408,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexiOES,method,P0,,,,,,13X-00,scraped,
P0-1409,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexivOES,method,P0,,,,,,13X-00,scraped,
P0-1410,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexivOES,method,P0,,,,,,13X-00,scraped,
P0-1411,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexsOES,method,P0,,,,,,13X-00,scraped,
P0-1412,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexsvOES,method,P0,,,,,,13X-00,scraped,
P0-1413,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexsvOES,method,P0,,,,,,13X-00,scraped,
P0-1414,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexxOES,method,P0,,,,,,13X-00,scraped,
P0-1415,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexxvOES,method,P0,,,,,,13X-00,scraped,
P0-1416,M13,javax.microedition.khronos.opengles,GL11Ext,glDrawTexxvOES,method,P0,,,,,,13X-00,scraped,
P0-1417,M13,javax.microedition.khronos.opengles,GL11Ext,glEnable,method,P0,,,,,,13X-00,scraped,
P0-1418,M13,javax.microedition.khronos.opengles,GL11Ext,glEnableClientState,method,P0,,,,,,13X-00,scraped,
P0-1419,M13,javax.microedition.khronos.opengles,GL11Ext,glLoadPaletteFromModelViewMatrixOES,method,P0,,,,,,13X-00,scraped,
P0-1420,M13,javax.microedition.khronos.opengles,GL11Ext,glMatrixIndexPointerOES,method,P0,,,,,,13X-00,scraped,
P0-1421,M13,javax.microedition.khronos.opengles,GL11Ext,glMatrixIndexPointerOES,method,P0,,,,,,13X-00,scraped,
P0-1422,M13,javax.microedition.khronos.opengles,GL11Ext,glTexParameterfv,method,P0,,,,,,13X-00,scraped,
P0-1423,M13,javax.microedition.khronos.opengles,GL11Ext,glWeightPointerOES,method,P0,,,,,,13X-00,scraped,
P0-1424,M13,javax.microedition.khronos.opengles,GL11Ext,glWeightPointerOES,method,P0,,,,,,13X-00,scraped,
P0-1425,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_BUFFER_BINDING_OES,field,P0,,,,,,13X-00,scraped,
P0-1426,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_OES,field,P0,,,,,,13X-00,scraped,
P0-1427,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_POINTER_OES,field,P0,,,,,,13X-00,scraped,
P0-1428,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_SIZE_OES,field,P0,,,,,,13X-00,scraped,
P0-1429,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_STRIDE_OES,field,P0,,,,,,13X-00,scraped,
P0-1430,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_INDEX_ARRAY_TYPE_OES,field,P0,,,,,,13X-00,scraped,
P0-1431,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MATRIX_PALETTE_OES,field,P0,,,,,,13X-00,scraped,
P0-1432,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MAX_PALETTE_MATRICES_OES,field,P0,,,,,,13X-00,scraped,
P0-1433,M13,javax.microedition.khronos.opengles,GL11Ext,GL_MAX_VERTEX_UNITS_OES,field,P0,,,,,,13X-00,scraped,
P0-1434,M13,javax.microedition.khronos.opengles,GL11Ext,GL_TEXTURE_CROP_RECT_OES,field,P0,,,,,,13X-00,scraped,
P0-1435,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_BUFFER_BINDING_OES,field,P0,,,,,,13X-00,scraped,
P0-1436,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_OES,field,P0,,,,,,13X-00,scraped,
P0-1437,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_POINTER_OES,field,P0,,,,,,13X-00,scraped,
P0-1438,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_SIZE_OES,field,P0,,,,,,13X-00,scraped,
P0-1439,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_STRIDE_OES,field,P0,,,,,,13X-00,scraped,
P0-1440,M13,javax.microedition.khronos.opengles,GL11Ext,GL_WEIGHT_ARRAY_TYPE_OES,field,P0,,,,,,13X-00,scraped,
P0-1441,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBindFramebufferOES,method,P0,,,,,,13X-00,scraped,
P0-1442,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBindRenderbufferOES,method,P0,,,,,,13X-00,scraped,
P0-1443,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBindTexture,method,P0,,,,,,13X-00,scraped,
P0-1444,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBlendEquation,method,P0,,,,,,13X-00,scraped,
P0-1445,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBlendEquationSeparate,method,P0,,,,,,13X-00,scraped,
P0-1446,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glBlendFuncSeparate,method,P0,,,,,,13X-00,scraped,
P0-1447,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glCheckFramebufferStatusOES,method,P0,,,,,,13X-00,scraped,
P0-1448,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glCompressedTexImage2D,method,P0,,,,,,13X-00,scraped,
P0-1449,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glCopyTexImage2D,method,P0,,,,,,13X-00,scraped,
P0-1450,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glDeleteFramebuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1451,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glDeleteFramebuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1452,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glDeleteRenderbuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1453,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glDeleteRenderbuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1454,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glEnable,method,P0,,,,,,13X-00,scraped,
P0-1455,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glFramebufferRenderbufferOES,method,P0,,,,,,13X-00,scraped,
P0-1456,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glFramebufferTexture2DOES,method,P0,,,,,,13X-00,scraped,
P0-1457,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGenFramebuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1458,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGenFramebuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1459,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGenRenderbuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1460,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGenRenderbuffersOES,method,P0,,,,,,13X-00,scraped,
P0-1461,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGenerateMipmapOES,method,P0,,,,,,13X-00,scraped,
P0-1462,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetFramebufferAttachmentParameterivOES,method,P0,,,,,,13X-00,scraped,
P0-1463,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetFramebufferAttachmentParameterivOES,method,P0,,,,,,13X-00,scraped,
P0-1464,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetIntegerv,method,P0,,,,,,13X-00,scraped,
P0-1465,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetIntegerv,method,P0,,,,,,13X-00,scraped,
P0-1466,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetRenderbufferParameterivOES,method,P0,,,,,,13X-00,scraped,
P0-1467,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetRenderbufferParameterivOES,method,P0,,,,,,13X-00,scraped,
P0-1468,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenfv,method,P0,,,,,,13X-00,scraped,
P0-1469,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenfv,method,P0,,,,,,13X-00,scraped,
P0-1470,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGeniv,method,P0,,,,,,13X-00,scraped,
P0-1471,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGeniv,method,P0,,,,,,13X-00,scraped,
P0-1472,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenxv,method,P0,,,,,,13X-00,scraped,
P0-1473,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glGetTexGenxv,method,P0,,,,,,13X-00,scraped,
P0-1474,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glIsFramebufferOES,method,P0,,,,,,13X-00,scraped,
P0-1475,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glIsRenderbufferOES,method,P0,,,,,,13X-00,scraped,
P0-1476,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glRenderbufferStorageOES,method,P0,,,,,,13X-00,scraped,
P0-1477,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glStencilOp,method,P0,,,,,,13X-00,scraped,
P0-1478,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvf,method,P0,,,,,,13X-00,scraped,
P0-1479,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvfv,method,P0,,,,,,13X-00,scraped,
P0-1480,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvfv,method,P0,,,,,,13X-00,scraped,
P0-1481,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvx,method,P0,,,,,,13X-00,scraped,
P0-1482,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvxv,method,P0,,,,,,13X-00,scraped,
P0-1483,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexEnvxv,method,P0,,,,,,13X-00,scraped,
P0-1484,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenf,method,P0,,,,,,13X-00,scraped,
P0-1485,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenfv,method,P0,,,,,,13X-00,scraped,
P0-1486,M13,javax.microedition.khronos.opengles,GL11ExtensionPack,glTexGenfv,method,P0,,,,,,13X-00,scraped,
